,0,Ed,Ed_Matrix,Str1,Str2,comptime,ref
0,1512132608.313036,,,,,,
1,az,,,,,,
2,ofmjjnmi,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.]]",,,,,,
5,0.00356292724609375,,,,,,
0,1512132608.328752,,,,,,
1,qw,,,,,,
2,hsuujsgot,,,,,,
3,9,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  9.]]",,,,,,
5,0.006866931915283203,,,,,,
0,1512132608.348998,,,,,,
1,qri,,,,,,
2,u,,,,,,
3,3,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]]",,,,,,
5,0.005513906478881836,,,,,,
0,1512132608.367366,,,,,,
1,flq,,,,,,
2,zl,,,,,,
3,2,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  1.]
 [ 3.  3.  2.]]",,,,,,
5,0.0058879852294921875,,,,,,
0,1512132608.383423,,,,,,
1,ocg,,,,,,
2,vvh,,,,,,
3,3,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]
 [ 3.  3.  3.  3.]]",,,,,,
5,0.0037779808044433594,,,,,,
0,1512132608.397537,,,,,,
1,ath,,,,,,
2,ovyx,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  3.  3.  3.  4.]]",,,,,,
5,0.0037810802459716797,,,,,,
0,1512132608.412271,,,,,,
1,qeh,,,,,,
2,zvtoc,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]
 [ 3.  3.  3.  3.  4.  5.]]",,,,,,
5,0.004294872283935547,,,,,,
0,1512132608.430384,,,,,,
1,opv,,,,,,
2,lsjxzw,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  6.]
 [ 3.  3.  3.  3.  4.  5.  6.]]",,,,,,
5,0.005967140197753906,,,,,,
0,1512132608.450584,,,,,,
1,siy,,,,,,
2,lxsqkyt,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  3.  4.  5.  6.]
 [ 3.  3.  3.  3.  4.  4.  4.  5.]]",,,,,,
5,0.006167173385620117,,,,,,
0,1512132608.468147,,,,,,
1,xaj,,,,,,
2,czbmipiw,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.]]",,,,,,
5,0.0034699440002441406,,,,,,
0,1512132608.481623,,,,,,
1,iga,,,,,,
2,pamedqsnp,,,,,,
3,9,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 3.  3.  2.  3.  4.  5.  6.  7.  8.  9.]]",,,,,,
5,0.0037441253662109375,,,,,,
0,1512132608.496404,,,,,,
1,suyj,,,,,,
2,i,,,,,,
3,4,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]]",,,,,,
5,0.0034821033477783203,,,,,,
0,1512132608.508376,,,,,,
1,xurg,,,,,,
2,ag,,,,,,
3,3,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  4.  3.]]",,,,,,
5,0.0036301612854003906,,,,,,
0,1512132608.520704,,,,,,
1,tqej,,,,,,
2,jyq,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  2.]
 [ 3.  3.  3.  3.]
 [ 4.  3.  4.  4.]]",,,,,,
5,0.003387928009033203,,,,,,
0,1512132608.536952,,,,,,
1,cuim,,,,,,
2,aijp,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  3.  2.  3.  4.]
 [ 4.  4.  3.  3.  4.]]",,,,,,
5,0.005920886993408203,,,,,,
0,1512132608.557801,,,,,,
1,kpns,,,,,,
2,fkxft,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  1.  2.  3.  4.]
 [ 2.  2.  2.  2.  3.  4.]
 [ 3.  3.  3.  3.  3.  4.]
 [ 4.  4.  4.  4.  4.  4.]]",,,,,,
5,0.0063059329986572266,,,,,,
0,1512132608.579032,,,,,,
1,mfag,,,,,,
2,kxtpnv,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  6.]
 [ 3.  3.  3.  3.  4.  5.  6.]
 [ 4.  4.  4.  4.  4.  5.  6.]]",,,,,,
5,0.0052030086517333984,,,,,,
0,1512132608.595514,,,,,,
1,fley,,,,,,
2,pzehovg,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.]
 [ 3.  3.  3.  2.  3.  4.  5.  6.]
 [ 4.  4.  4.  3.  3.  4.  5.  6.]]",,,,,,
5,0.004648923873901367,,,,,,
0,1512132608.610957,,,,,,
1,qunn,,,,,,
2,vkmsrose,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.]]",,,,,,
5,0.0038840770721435547,,,,,,
0,1512132608.627007,,,,,,
1,yxxo,,,,,,
2,tdlbcontx,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  8.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.  8.]
 [ 4.  4.  4.  4.  4.  5.  5.  6.  7.  8.]]",,,,,,
5,0.005631923675537109,,,,,,
0,1512132608.648884,,,,,,
1,opkee,,,,,,
2,t,,,,,,
3,5,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]
 [ 5.  5.]]",,,,,,
5,0.006047964096069336,,,,,,
0,1512132608.667177,,,,,,
1,dcyuq,,,,,,
2,dt,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  0.  1.]
 [ 2.  1.  1.]
 [ 3.  2.  2.]
 [ 4.  3.  3.]
 [ 5.  4.  4.]]",,,,,,
5,0.003450155258178711,,,,,,
0,1512132608.680276,,,,,,
1,ussml,,,,,,
2,rav,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]
 [ 3.  3.  3.  3.]
 [ 4.  4.  4.  4.]
 [ 5.  5.  5.  5.]]",,,,,,
5,0.003451108932495117,,,,,,
0,1512132608.6943,,,,,,
1,thebm,,,,,,
2,hqot,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  3.]
 [ 2.  1.  2.  3.  4.]
 [ 3.  2.  2.  3.  4.]
 [ 4.  3.  3.  3.  4.]
 [ 5.  4.  4.  4.  4.]]",,,,,,
5,0.003704071044921875,,,,,,
0,1512132608.707962,,,,,,
1,miqwv,,,,,,
2,zltxu,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]
 [ 3.  3.  3.  3.  4.  5.]
 [ 4.  4.  4.  4.  4.  5.]
 [ 5.  5.  5.  5.  5.  5.]]",,,,,,
5,0.003885030746459961,,,,,,
0,1512132608.722092,,,,,,
1,zseoo,,,,,,
2,jdafha,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  6.]
 [ 3.  3.  3.  3.  4.  5.  6.]
 [ 4.  4.  4.  4.  4.  5.  6.]
 [ 5.  5.  5.  5.  5.  5.  6.]]",,,,,,
5,0.0034570693969726562,,,,,,
0,1512132608.73667,,,,,,
1,ffisp,,,,,,
2,hywribe,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.]
 [ 3.  3.  3.  3.  4.  4.  5.  6.]
 [ 4.  4.  4.  4.  4.  5.  5.  6.]
 [ 5.  5.  5.  5.  5.  5.  6.  6.]]",,,,,,
5,0.004220008850097656,,,,,,
0,1512132608.755661,,,,,,
1,trltm,,,,,,
2,oguphejw,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.  8.]]",,,,,,
5,0.004555940628051758,,,,,,
0,1512132608.776568,,,,,,
1,serzl,,,,,,
2,xhyjftlng,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.  9.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.  9.]
 [ 5.  5.  5.  5.  5.  5.  6.  6.  7.  8.]]",,,,,,
5,0.006595134735107422,,,,,,
0,1512132608.801074,,,,,,
1,pvlrzr,,,,,,
2,z,,,,,,
3,5,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]
 [ 5.  4.]
 [ 6.  5.]]",,,,,,
5,0.0052568912506103516,,,,,,
0,1512132608.820738,,,,,,
1,cgvvzh,,,,,,
2,ww,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  4.  4.]
 [ 5.  5.  5.]
 [ 6.  6.  6.]]",,,,,,
5,0.005447864532470703,,,,,,
0,1512132608.838061,,,,,,
1,bgqlgv,,,,,,
2,knv,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]
 [ 3.  3.  3.  3.]
 [ 4.  4.  4.  4.]
 [ 5.  5.  5.  5.]
 [ 6.  6.  6.  5.]]",,,,,,
5,0.0037949085235595703,,,,,,
0,1512132608.853522,,,,,,
1,fvcrmg,,,,,,
2,xgqz,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  3.  3.  3.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 5.  5.  5.  5.  5.]
 [ 6.  6.  5.  6.  6.]]",,,,,,
5,0.004250049591064453,,,,,,
0,1512132608.869533,,,,,,
1,bqqqmh,,,,,,
2,ryvag,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]
 [ 3.  3.  3.  3.  4.  5.]
 [ 4.  4.  4.  4.  4.  5.]
 [ 5.  5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  6.  6.]]",,,,,,
5,0.0039789676666259766,,,,,,
0,1512132608.88443,,,,,,
1,aiosat,,,,,,
2,jbsyjq,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  6.]
 [ 3.  3.  3.  3.  4.  5.  6.]
 [ 4.  4.  4.  3.  4.  5.  6.]
 [ 5.  5.  5.  4.  4.  5.  6.]
 [ 6.  6.  6.  5.  5.  5.  6.]]",,,,,,
5,0.003522157669067383,,,,,,
0,1512132608.899036,,,,,,
1,tutjdl,,,,,,
2,zmrfaug,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  5.  6.]
 [ 3.  3.  3.  3.  4.  5.  6.  6.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.]
 [ 6.  6.  6.  6.  6.  6.  6.  7.]]",,,,,,
5,0.003453969955444336,,,,,,
0,1512132608.916083,,,,,,
1,ljiezh,,,,,,
2,csmlygdd,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  4.  5.  6.  7.]
 [ 3.  3.  3.  3.  4.  5.  5.  6.  7.]
 [ 4.  4.  4.  4.  4.  5.  6.  6.  7.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.  7.]
 [ 6.  6.  6.  6.  6.  6.  6.  7.  8.]]",,,,,,
5,0.0044708251953125,,,,,,
0,1512132608.935654,,,,,,
1,gbqlty,,,,,,
2,itzjruhbv,,,,,,
3,9,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  7.  8.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.  8.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.  9.]
 [ 5.  5.  4.  5.  5.  5.  6.  7.  8.  9.]
 [ 6.  6.  5.  5.  6.  6.  6.  7.  8.  9.]]",,,,,,
5,0.0038139820098876953,,,,,,
0,1512132608.952613,,,,,,
1,jvjjsgh,,,,,,
2,y,,,,,,
3,7,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]
 [ 5.  5.]
 [ 6.  6.]
 [ 7.  7.]]",,,,,,
5,0.003696918487548828,,,,,,
0,1512132608.971646,,,,,,
1,qxukygw,,,,,,
2,vb,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  4.  4.]
 [ 5.  5.  5.]
 [ 6.  6.  6.]
 [ 7.  7.  7.]]",,,,,,
5,0.005093812942504883,,,,,,
0,1512132608.992202,,,,,,
1,ytflgft,,,,,,
2,agq,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]
 [ 3.  3.  3.  3.]
 [ 4.  4.  4.  4.]
 [ 5.  5.  4.  5.]
 [ 6.  6.  5.  5.]
 [ 7.  7.  6.  6.]]",,,,,,
5,0.006803035736083984,,,,,,
0,1512132609.017352,,,,,,
1,fluisyp,,,,,,
2,dbnr,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  3.  3.  3.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  6.]
 [ 7.  7.  7.  7.  7.]]",,,,,,
5,0.0061609745025634766,,,,,,
0,1512132609.04105,,,,,,
1,ybpnkfz,,,,,,
2,tllfm,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]
 [ 3.  3.  3.  3.  4.  5.]
 [ 4.  4.  4.  4.  4.  5.]
 [ 5.  5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  5.  6.]
 [ 7.  7.  7.  7.  6.  6.]]",,,,,,
5,0.005656003952026367,,,,,,
0,1512132609.059859,,,,,,
1,crfoqld,,,,,,
2,skogtd,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  6.]
 [ 3.  3.  3.  3.  4.  5.  6.]
 [ 4.  4.  4.  3.  4.  5.  6.]
 [ 5.  5.  5.  4.  4.  5.  6.]
 [ 6.  6.  6.  5.  5.  5.  6.]
 [ 7.  7.  7.  6.  6.  6.  5.]]",,,,,,
5,0.00400996208190918,,,,,,
0,1512132609.076757,,,,,,
1,udevpks,,,,,,
2,mgwklrg,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.]
 [ 6.  6.  6.  6.  5.  6.  6.  7.]
 [ 7.  7.  7.  7.  6.  6.  7.  7.]]",,,,,,
5,0.004953145980834961,,,,,,
0,1512132609.095263,,,,,,
1,dxvnndy,,,,,,
2,nfpgohzu,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.]
 [ 4.  3.  4.  4.  4.  5.  6.  7.  8.]
 [ 5.  4.  4.  5.  5.  5.  6.  7.  8.]
 [ 6.  5.  5.  5.  6.  6.  6.  7.  8.]
 [ 7.  6.  6.  6.  6.  7.  7.  7.  8.]]",,,,,,
5,0.003554105758666992,,,,,,
0,1512132609.111153,,,,,,
1,wpybtmt,,,,,,
2,davrmfmxs,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.  9.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.  9.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.  8.  9.]
 [ 6.  6.  6.  6.  6.  5.  6.  6.  7.  8.]
 [ 7.  7.  7.  7.  7.  6.  6.  7.  7.  8.]]",,,,,,
5,0.0042171478271484375,,,,,,
0,1512132609.127915,,,,,,
1,ikjkkygq,,,,,,
2,p,,,,,,
3,8,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]
 [ 5.  5.]
 [ 6.  6.]
 [ 7.  7.]
 [ 8.  8.]]",,,,,,
5,0.003657102584838867,,,,,,
0,1512132609.141029,,,,,,
1,fcdeonxv,,,,,,
2,ey,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  3.  4.]
 [ 5.  4.  4.]
 [ 6.  5.  5.]
 [ 7.  6.  6.]
 [ 8.  7.  7.]]",,,,,,
5,0.003384113311767578,,,,,,
0,1512132609.154589,,,,,,
1,spwbhxpy,,,,,,
2,wtp,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  2.]
 [ 3.  2.  3.  3.]
 [ 4.  3.  3.  4.]
 [ 5.  4.  4.  4.]
 [ 6.  5.  5.  5.]
 [ 7.  6.  6.  5.]
 [ 8.  7.  7.  6.]]",,,,,,
5,0.0036280155181884766,,,,,,
0,1512132609.169809,,,,,,
1,bydlherw,,,,,,
2,gomi,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  3.  3.  3.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  6.]
 [ 7.  7.  7.  7.  7.]
 [ 8.  8.  8.  8.  8.]]",,,,,,
5,0.004987001419067383,,,,,,
0,1512132609.188742,,,,,,
1,zzzaxfss,,,,,,
2,gjqcj,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]
 [ 3.  3.  3.  3.  4.  5.]
 [ 4.  4.  4.  4.  4.  5.]
 [ 5.  5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  6.  6.]
 [ 7.  7.  7.  7.  7.  7.]
 [ 8.  8.  8.  8.  8.  8.]]",,,,,,
5,0.004868984222412109,,,,,,
0,1512132609.21055,,,,,,
1,bwlyqdod,,,,,,
2,tnabqb,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  4.  5.]
 [ 3.  3.  3.  3.  4.  5.  5.]
 [ 4.  4.  4.  4.  4.  5.  6.]
 [ 5.  5.  5.  5.  5.  4.  5.]
 [ 6.  6.  6.  6.  6.  5.  5.]
 [ 7.  7.  7.  7.  7.  6.  6.]
 [ 8.  8.  8.  8.  8.  7.  7.]]",,,,,,
5,0.0061779022216796875,,,,,,
0,1512132609.231015,,,,,,
1,vvqkksvn,,,,,,
2,junoykg,,,,,,
3,8,,,,,,
