,ref,Str1,Str2,Ed,Ed_Matrix,comptime
17,1513012357.37,rk,mgbfiqka,7,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  3.  4.  5.  6.  6.  7.]]",0.00345301628113
18,1513012357.37,ma,qkbemgktc,8,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  3.  4.  5.  5.  6.  7.  8.]]",0.00342512130737
19,1513012357.38,yqk,z,3,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]]",0.0033860206604
20,1513012357.39,mvv,at,3,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]]",0.00335717201233
21,1513012357.4,pgp,cny,3,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]
 [ 3.  3.  3.  3.]]",0.00352215766907
22,1513012357.41,vfc,cueq,4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  2.  3.  3.  4.]]",0.00341796875
23,1513012357.42,uic,adplo,5,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]
 [ 3.  3.  3.  3.  4.  5.]]",0.00355195999146
24,1513012357.43,ktq,ywqgnu,5,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  6.]
 [ 3.  3.  3.  2.  3.  4.  5.]]",0.0042519569397
25,1513012357.44,nvg,gaahuai,7,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.]
 [ 3.  2.  3.  3.  4.  5.  6.  7.]]",0.00679087638855
26,1513012357.46,dwi,ovsrsddu,7,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  6.  7.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  7.]]",0.00625491142273
27,1513012357.47,dja,hldmttbwc,8,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  3.  3.  4.  5.  6.  7.  8.]
 [ 3.  3.  3.  3.  4.  4.  5.  6.  7.  8.]]",0.00626611709595
28,1513012357.49,qwjc,a,4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]]",0.00552105903625
29,1513012357.5,vqun,zp,4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  4.  4.]]",0.00576400756836
30,1513012357.51,httb,oom,4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]
 [ 3.  3.  3.  3.]
 [ 4.  4.  4.  4.]]",0.00570678710938
31,1513012357.53,njxk,doqt,4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  3.  3.  3.  4.]
 [ 4.  4.  4.  4.  4.]]",0.00567102432251
32,1513012357.54,uuya,iyrsc,5,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]
 [ 3.  3.  2.  3.  4.  5.]
 [ 4.  4.  3.  3.  4.  5.]]",0.00577592849731
33,1513012357.56,lakk,jwfqha,6,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  5.]
 [ 3.  3.  3.  3.  4.  5.  6.]
 [ 4.  4.  4.  4.  4.  5.  6.]]",0.00553607940674
34,1513012357.57,pnkd,hcpnvtw,5,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  2.  3.  4.  5.]
 [ 3.  3.  3.  3.  3.  3.  4.  5.]
 [ 4.  4.  4.  4.  4.  4.  4.  5.]]",0.00548195838928
35,1513012357.58,wykp,rasxalbw,8,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.]]",0.00554609298706
36,1513012357.6,uvxu,lgwdrfiht,9,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.  9.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.  9.]]",0.00538206100464
37,1513012357.61,lyshd,p,5,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]
 [ 5.  5.]]",0.00596499443054
38,1513012357.62,pnvtf,ql,5,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  4.  4.]
 [ 5.  5.  5.]]",0.00593304634094
39,1513012357.64,ecmlh,ker,5,"[[ 0.  1.  2.  3.]
 [ 1.  1.  1.  2.]
 [ 2.  2.  2.  2.]
 [ 3.  3.  3.  3.]
 [ 4.  4.  4.  4.]
 [ 5.  5.  5.  5.]]",0.00541806221008
40,1513012357.65,ipudh,hstc,5,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  3.  3.  3.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 5.  4.  5.  5.  5.]]",0.00566601753235
41,1513012357.66,natoy,jbpou,4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]
 [ 3.  3.  3.  3.  4.  5.]
 [ 4.  4.  4.  4.  3.  4.]
 [ 5.  5.  5.  5.  4.  4.]]",0.00536179542542
42,1513012357.68,jfhpu,eksxru,5,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  6.]
 [ 3.  3.  3.  3.  4.  5.  6.]
 [ 4.  4.  4.  4.  4.  5.  6.]
 [ 5.  5.  5.  5.  5.  5.  5.]]",0.00572896003723
43,1513012357.69,ivwxw,qrszrxf,6,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.]
 [ 4.  4.  4.  4.  4.  5.  5.  6.]
 [ 5.  5.  5.  5.  5.  5.  6.  6.]]",0.0054030418396
44,1513012357.7,hlypb,bhvucqru,7,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  2.  3.  4.  5.  6.  7.]
 [ 3.  3.  3.  3.  3.  4.  5.  6.  7.]
 [ 4.  4.  4.  4.  4.  4.  5.  6.  7.]
 [ 5.  4.  5.  5.  5.  5.  5.  6.  7.]]",0.00563788414001
45,1513012357.72,kndrp,vogdzrpfr,6,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 3.  3.  3.  3.  3.  4.  5.  6.  7.  8.]
 [ 4.  4.  4.  4.  4.  4.  4.  5.  6.  7.]
 [ 5.  5.  5.  5.  5.  5.  5.  4.  5.  6.]]",0.00551605224609
46,1513012357.73,qzaeya,l,6,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]
 [ 5.  5.]
 [ 6.  6.]]",0.00548505783081
47,1513012357.74,wpavqb,dl,6,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  4.  4.]
 [ 5.  5.  5.]
 [ 6.  6.  6.]]",0.00539207458496
48,1513012357.76,xqpckn,vbx,6,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  2.]
 [ 2.  2.  2.  3.]
 [ 3.  3.  3.  3.]
 [ 4.  4.  4.  4.]
 [ 5.  5.  5.  5.]
 [ 6.  6.  6.  6.]]",0.00570797920227
49,1513012357.77,svlyfj,uikm,6,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  3.  3.  3.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  6.]]",0.00551009178162
50,1513012357.79,fqujjp,arzww,6,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]
 [ 3.  3.  3.  3.  4.  5.]
 [ 4.  4.  4.  4.  4.  5.]
 [ 5.  5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  6.  6.]]",0.00571298599243
51,1513012357.8,xtpjlg,pptmxv,6,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  4.  5.]
 [ 2.  2.  2.  2.  3.  4.  5.]
 [ 3.  2.  2.  3.  3.  4.  5.]
 [ 4.  3.  3.  3.  4.  4.  5.]
 [ 5.  4.  4.  4.  4.  5.  5.]
 [ 6.  5.  5.  5.  5.  5.  6.]]",0.00552201271057
52,1513012357.81,frchey,fozdiwp,6,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  0.  1.  2.  3.  4.  5.  6.]
 [ 2.  1.  1.  2.  3.  4.  5.  6.]
 [ 3.  2.  2.  2.  3.  4.  5.  6.]
 [ 4.  3.  3.  3.  3.  4.  5.  6.]
 [ 5.  4.  4.  4.  4.  4.  5.  6.]
 [ 6.  5.  5.  5.  5.  5.  5.  6.]]",0.00579905509949
53,1513012357.83,qexjka,ttilprls,8,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.  8.]
 [ 6.  6.  6.  6.  6.  6.  6.  7.  8.]]",0.00631403923035
54,1513012357.84,yjzlbj,pgrevghdh,9,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.  9.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.  9.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.  8.  9.]
 [ 6.  6.  6.  6.  6.  6.  6.  7.  8.  9.]]",0.0057258605957
55,1513012357.86,uguzllw,x,7,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]
 [ 5.  5.]
 [ 6.  6.]
 [ 7.  7.]]",0.00561594963074
56,1513012357.87,lcfrari,qj,7,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  4.  4.]
 [ 5.  5.  5.]
 [ 6.  6.  6.]
 [ 7.  7.  7.]]",0.00536704063416
57,1513012357.88,ktqjnbh,wvg,7,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]
 [ 3.  3.  3.  3.]
 [ 4.  4.  4.  4.]
 [ 5.  5.  5.  5.]
 [ 6.  6.  6.  6.]
 [ 7.  7.  7.  7.]]",0.00544309616089
58,1513012357.9,bogsvpt,fklu,7,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  3.  3.  3.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  6.]
 [ 7.  7.  7.  7.  7.]]",0.00553011894226
59,1513012357.91,pyyzmjf,asvea,7,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]
 [ 3.  3.  3.  3.  4.  5.]
 [ 4.  4.  4.  4.  4.  5.]
 [ 5.  5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  6.  6.]
 [ 7.  7.  7.  7.  7.  7.]]",0.00629210472107
60,1513012357.92,okoelid,qogpbn,6,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  2.  3.  4.  5.]
 [ 3.  3.  2.  3.  3.  4.  5.]
 [ 4.  4.  3.  3.  4.  4.  5.]
 [ 5.  5.  4.  4.  4.  5.  5.]
 [ 6.  6.  5.  5.  5.  5.  6.]
 [ 7.  7.  6.  6.  6.  6.  6.]]",0.00564789772034
61,1513012357.94,gfwbkow,qznhned,7,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.]
 [ 6.  6.  6.  6.  6.  6.  6.  7.]
 [ 7.  7.  7.  7.  7.  7.  7.  7.]]",0.00569891929626
62,1513012357.95,yvupfqx,trgddeqd,7,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.  8.]
 [ 6.  6.  6.  6.  6.  6.  6.  6.  7.]
 [ 7.  7.  7.  7.  7.  7.  7.  7.  7.]]",0.00593495368958
63,1513012357.97,nuikggs,ikfoprymu,9,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  8.]
 [ 3.  2.  3.  3.  4.  5.  6.  7.  8.  9.]
 [ 4.  3.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 5.  4.  3.  3.  4.  5.  6.  7.  8.  9.]
 [ 6.  5.  4.  4.  4.  5.  6.  7.  8.  9.]
 [ 7.  6.  5.  5.  5.  5.  6.  7.  8.  9.]]",0.00592923164368
64,1513012357.98,txghenzt,s,8,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]
 [ 5.  5.]
 [ 6.  6.]
 [ 7.  7.]
 [ 8.  8.]]",0.00533509254456
65,1513012357.99,rdzdnmxd,nz,7,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  2.]
 [ 4.  4.  3.]
 [ 5.  4.  4.]
 [ 6.  5.  5.]
 [ 7.  6.  6.]
 [ 8.  7.  7.]]",0.00550389289856
66,1513012358.01,xobzgmwe,cnb,7,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]
 [ 3.  3.  3.  2.]
 [ 4.  4.  4.  3.]
 [ 5.  5.  5.  4.]
 [ 6.  6.  6.  5.]
 [ 7.  7.  7.  6.]
 [ 8.  8.  8.  7.]]",0.00367403030396
67,1513012358.02,rabqqvqt,lkky,8,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  3.  3.  3.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  6.]
 [ 7.  7.  7.  7.  7.]
 [ 8.  8.  8.  8.  8.]]",0.00470519065857
68,1513012358.03,svvfomse,vysjq,7,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  2.  3.  4.]
 [ 2.  1.  2.  3.  3.  4.]
 [ 3.  2.  2.  3.  4.  4.]
 [ 4.  3.  3.  3.  4.  5.]
 [ 5.  4.  4.  4.  4.  5.]
 [ 6.  5.  5.  5.  5.  5.]
 [ 7.  6.  6.  5.  6.  6.]
 [ 8.  7.  7.  6.  6.  7.]]",0.00465297698975
69,1513012358.04,rzkaactm,ebmarl,7,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.  5.]
 [ 3.  3.  3.  3.  4.  5.  6.]
 [ 4.  4.  4.  4.  3.  4.  5.]
 [ 5.  5.  5.  5.  4.  4.  5.]
 [ 6.  6.  6.  6.  5.  5.  5.]
 [ 7.  7.  7.  7.  6.  6.  6.]
 [ 8.  8.  8.  7.  7.  7.  7.]]",0.00482296943665
70,1513012358.05,wjkusjyq,ngshjxf,7,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  4.  5.  6.]
 [ 3.  3.  3.  3.  4.  5.  5.  6.]
 [ 4.  4.  4.  4.  4.  5.  6.  6.]
 [ 5.  5.  5.  4.  5.  5.  6.  7.]
 [ 6.  6.  6.  5.  5.  5.  6.  7.]
 [ 7.  7.  7.  6.  6.  6.  6.  7.]
 [ 8.  8.  8.  7.  7.  7.  7.  7.]]",0.00478291511536
71,1513012358.06,rqubwbjw,sbhtwujb,6,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.]
 [ 3.  3.  3.  3.  4.  5.  5.  6.  7.]
 [ 4.  4.  3.  4.  4.  5.  6.  6.  6.]
 [ 5.  5.  4.  4.  5.  4.  5.  6.  7.]
 [ 6.  6.  5.  5.  5.  5.  5.  6.  6.]
 [ 7.  7.  6.  6.  6.  6.  6.  5.  6.]
 [ 8.  8.  7.  7.  7.  6.  7.  6.  6.]]",0.00411891937256
72,1513012358.07,pxywovqa,awwgewqsu,8,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.  9.]
 [ 4.  4.  3.  3.  4.  5.  5.  6.  7.  8.]
 [ 5.  5.  4.  4.  4.  5.  6.  6.  7.  8.]
 [ 6.  6.  5.  5.  5.  5.  6.  7.  7.  8.]
 [ 7.  7.  6.  6.  6.  6.  6.  6.  7.  8.]
 [ 8.  7.  7.  7.  7.  7.  7.  7.  7.  8.]]",0.00369191169739
73,1513012358.08,roemwksaj,u,9,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]
 [ 5.  5.]
 [ 6.  6.]
 [ 7.  7.]
 [ 8.  8.]
 [ 9.  9.]]",0.00371408462524
74,1513012358.09,sfzldaxws,xh,8,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  4.  4.]
 [ 5.  5.  5.]
 [ 6.  6.  6.]
 [ 7.  6.  7.]
 [ 8.  7.  7.]
 [ 9.  8.  8.]]",0.00347781181335
75,1513012358.1,yshbxhjzi,vqo,9,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]
 [ 3.  3.  3.  3.]
 [ 4.  4.  4.  4.]
 [ 5.  5.  5.  5.]
 [ 6.  6.  6.  6.]
 [ 7.  7.  7.  7.]
 [ 8.  8.  8.  8.]
 [ 9.  9.  9.  9.]]",0.00363397598267
76,1513012358.11,wwbssajoe,zvpq,9,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  3.  3.  3.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  6.]
 [ 7.  7.  7.  7.  7.]
 [ 8.  8.  8.  8.  8.]
 [ 9.  9.  9.  9.  9.]]",0.00394797325134
77,1513012358.12,noruwisav,kfnmn,9,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  2.  3.  4.]
 [ 2.  2.  2.  3.  3.  4.]
 [ 3.  3.  3.  3.  4.  4.]
 [ 4.  4.  4.  4.  4.  5.]
 [ 5.  5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  6.  6.]
 [ 7.  7.  7.  7.  7.  7.]
 [ 8.  8.  8.  8.  8.  8.]
 [ 9.  9.  9.  9.  9.  9.]]",0.00375294685364
78,1513012358.13,lsvktmucm,iukwfq,8,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  6.]
 [ 3.  3.  3.  3.  4.  5.  6.]
 [ 4.  4.  4.  3.  4.  5.  6.]
 [ 5.  5.  5.  4.  4.  5.  6.]
 [ 6.  6.  6.  5.  5.  5.  6.]
 [ 7.  7.  6.  6.  6.  6.  6.]
 [ 8.  8.  7.  7.  7.  7.  7.]
 [ 9.  9.  8.  8.  8.  8.  8.]]",0.00366806983948
79,1513012358.14,zfcvqabpc,shhouma,9,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.]
 [ 6.  6.  6.  6.  6.  6.  6.  6.]
 [ 7.  7.  7.  7.  7.  7.  7.  7.]
 [ 8.  8.  8.  8.  8.  8.  8.  8.]
 [ 9.  9.  9.  9.  9.  9.  9.  9.]]",0.00363612174988
80,1513012358.15,xjzlhxxuf,sqkpfnwt,9,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.  8.]
 [ 6.  6.  6.  6.  6.  6.  6.  7.  8.]
 [ 7.  7.  7.  7.  7.  7.  7.  7.  8.]
 [ 8.  8.  8.  8.  8.  8.  8.  8.  8.]
 [ 9.  9.  9.  9.  9.  8.  9.  9.  9.]]",0.0036768913269
81,1513012358.15,cngfxhsgf,vtjedejux,9,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.  9.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.  9.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.  8.  8.]
 [ 6.  6.  6.  6.  6.  6.  6.  7.  8.  9.]
 [ 7.  7.  7.  7.  7.  7.  7.  7.  8.  9.]
 [ 8.  8.  8.  8.  8.  8.  8.  8.  8.  9.]
 [ 9.  9.  9.  9.  9.  9.  9.  9.  9.  9.]]",0.00366282463074
