,0,Ed,Ed_Matrix,Str1,Str2,comptime,ref
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.  8.]]",,,,,,
5,0.0034389495849609375,,,,,,
0,1512139782.225557,,,,,,
1,lnit,,,,,,
2,m,,,,,,
3,4,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]]",,,,,,
5,0.00335693359375,,,,,,
0,1512139782.237165,,,,,,
1,bfoi,,,,,,
2,ee,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  4.  4.]]",,,,,,
5,0.003376007080078125,,,,,,
0,1512139782.249349,,,,,,
1,hpnf,,,,,,
2,xre,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]
 [ 3.  3.  3.  3.]
 [ 4.  4.  4.  4.]]",,,,,,
5,0.0035507678985595703,,,,,,
0,1512139782.262088,,,,,,
1,ieqo,,,,,,
2,evxd,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  1.  2.  3.  4.]
 [ 3.  2.  2.  3.  4.]
 [ 4.  3.  3.  3.  4.]]",,,,,,
5,0.0038089752197265625,,,,,,
0,1512139782.275831,,,,,,
1,yndw,,,,,,
2,hhyib,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  2.  3.  4.]
 [ 2.  2.  2.  3.  3.  4.]
 [ 3.  3.  3.  3.  4.  4.]
 [ 4.  4.  4.  4.  4.  5.]]",,,,,,
5,0.003406047821044922,,,,,,
0,1512139782.290491,,,,,,
1,vzut,,,,,,
2,vgqkaf,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  0.  1.  2.  3.  4.  5.]
 [ 2.  1.  1.  2.  3.  4.  5.]
 [ 3.  2.  2.  2.  3.  4.  5.]
 [ 4.  3.  3.  3.  3.  4.  5.]]",,,,,,
5,0.004762887954711914,,,,,,
0,1512139782.306524,,,,,,
1,mqpu,,,,,,
2,xagqaoj,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  3.  4.  5.  6.]
 [ 3.  3.  3.  3.  4.  4.  5.  6.]
 [ 4.  4.  4.  4.  4.  5.  5.  6.]]",,,,,,
5,0.003459930419921875,,,,,,
0,1512139782.320388,,,,,,
1,kpra,,,,,,
2,sjrhdakq,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  7.]
 [ 3.  3.  3.  2.  3.  4.  5.  6.  7.]
 [ 4.  4.  4.  3.  3.  4.  4.  5.  6.]]",,,,,,
5,0.0034728050231933594,,,,,,
0,1512139782.335475,,,,,,
1,fqwr,,,,,,
2,pkjvnbqet,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  6.  7.  8.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  7.  8.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.  8.]]",,,,,,
5,0.003997087478637695,,,,,,
0,1512139782.351159,,,,,,
1,dihvh,,,,,,
2,w,,,,,,
3,5,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]
 [ 5.  5.]]",,,,,,
5,0.0038919448852539062,,,,,,
0,1512139782.365451,,,,,,
1,zoqjd,,,,,,
2,gm,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  4.  4.]
 [ 5.  5.  5.]]",,,,,,
5,0.003899812698364258,,,,,,
0,1512139782.379119,,,,,,
1,aoygr,,,,,,
2,hai,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  1.  2.]
 [ 2.  2.  2.  2.]
 [ 3.  3.  3.  3.]
 [ 4.  4.  4.  4.]
 [ 5.  5.  5.  5.]]",,,,,,
5,0.003770112991333008,,,,,,
0,1512139782.393311,,,,,,
1,gzarj,,,,,,
2,awsk,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  2.  3.  3.  4.]
 [ 4.  3.  3.  4.  4.]
 [ 5.  4.  4.  4.  5.]]",,,,,,
5,0.003957986831665039,,,,,,
0,1512139782.40782,,,,,,
1,kqjpi,,,,,,
2,nitpp,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]
 [ 3.  3.  3.  3.  4.  5.]
 [ 4.  4.  4.  4.  3.  4.]
 [ 5.  5.  4.  5.  4.  4.]]",,,,,,
5,0.0035560131072998047,,,,,,
0,1512139782.42168,,,,,,
1,oilsb,,,,,,
2,mgmwvl,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  6.]
 [ 3.  3.  3.  3.  4.  5.  5.]
 [ 4.  4.  4.  4.  4.  5.  6.]
 [ 5.  5.  5.  5.  5.  5.  6.]]",,,,,,
5,0.003659963607788086,,,,,,
0,1512139782.435996,,,,,,
1,rhbya,,,,,,
2,zpqvgxz,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.]]",,,,,,
5,0.0037479400634765625,,,,,,
0,1512139782.45072,,,,,,
1,mnoxe,,,,,,
2,nuxcujor,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 3.  2.  2.  3.  4.  5.  6.  6.  7.]
 [ 4.  3.  3.  2.  3.  4.  5.  6.  7.]
 [ 5.  4.  4.  3.  3.  4.  5.  6.  7.]]",,,,,,
5,0.0037958621978759766,,,,,,
0,1512139782.465958,,,,,,
1,dcppk,,,,,,
2,ydxxfeirg,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  2.  3.  4.  5.  6.  7.  8.]
 [ 3.  3.  3.  3.  3.  4.  5.  6.  7.  8.]
 [ 4.  4.  4.  4.  4.  4.  5.  6.  7.  8.]
 [ 5.  5.  5.  5.  5.  5.  5.  6.  7.  8.]]",,,,,,
5,0.0038428306579589844,,,,,,
0,1512139782.486133,,,,,,
1,cicxyr,,,,,,
2,m,,,,,,
3,6,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]
 [ 5.  5.]
 [ 6.  6.]]",,,,,,
5,0.0034379959106445312,,,,,,
0,1512139782.502487,,,,,,
1,tsguoa,,,,,,
2,qv,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  4.  4.]
 [ 5.  5.  5.]
 [ 6.  6.  6.]]",,,,,,
5,0.005828142166137695,,,,,,
0,1512139782.52079,,,,,,
1,nsowch,,,,,,
2,dgd,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]
 [ 3.  3.  3.  3.]
 [ 4.  4.  4.  4.]
 [ 5.  5.  5.  5.]
 [ 6.  6.  6.  6.]]",,,,,,
5,0.0037479400634765625,,,,,,
0,1512139782.535891,,,,,,
1,kamwgk,,,,,,
2,zfxw,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  3.  3.  3.  4.]
 [ 4.  4.  4.  4.  3.]
 [ 5.  5.  5.  5.  4.]
 [ 6.  6.  6.  6.  5.]]",,,,,,
5,0.0050199031829833984,,,,,,
0,1512139782.553144,,,,,,
1,uewkcy,,,,,,
2,aeioj,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  1.  2.  3.  4.]
 [ 3.  3.  2.  2.  3.  4.]
 [ 4.  4.  3.  3.  3.  4.]
 [ 5.  5.  4.  4.  4.  4.]
 [ 6.  6.  5.  5.  5.  5.]]",,,,,,
5,0.0038709640502929688,,,,,,
0,1512139782.56903,,,,,,
1,mrvarg,,,,,,
2,owdjgh,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  6.]
 [ 3.  3.  3.  3.  4.  5.  6.]
 [ 4.  4.  4.  4.  4.  5.  6.]
 [ 5.  5.  5.  5.  5.  5.  6.]
 [ 6.  6.  6.  6.  6.  5.  6.]]",,,,,,
5,0.004250049591064453,,,,,,
0,1512139782.585217,,,,,,
1,ernxxp,,,,,,
2,dzxfafx,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.]
 [ 4.  4.  4.  3.  4.  5.  6.  6.]
 [ 5.  5.  5.  4.  4.  5.  6.  6.]
 [ 6.  6.  6.  5.  5.  5.  6.  7.]]",,,,,,
5,0.004142045974731445,,,,,,
0,1512139782.602142,,,,,,
1,fizmlz,,,,,,
2,bqyjyjls,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.]
 [ 5.  5.  5.  5.  5.  5.  6.  6.  7.]
 [ 6.  6.  6.  6.  6.  6.  6.  7.  7.]]",,,,,,
5,0.003695964813232422,,,,,,
0,1512139782.617428,,,,,,
1,ltbzff,,,,,,
2,zzryhcwyf,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.  9.]
 [ 4.  3.  3.  4.  4.  5.  6.  7.  8.  9.]
 [ 5.  4.  4.  4.  5.  5.  6.  7.  8.  8.]
 [ 6.  5.  5.  5.  5.  6.  6.  7.  8.  8.]]",,,,,,
5,0.003782987594604492,,,,,,
0,1512139782.633264,,,,,,
1,ksnsxay,,,,,,
2,a,,,,,,
3,6,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]
 [ 5.  5.]
 [ 6.  5.]
 [ 7.  6.]]",,,,,,
5,0.0037348270416259766,,,,,,
0,1512139782.646368,,,,,,
1,wlgqnxe,,,,,,
2,fn,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  4.  4.]
 [ 5.  5.  4.]
 [ 6.  6.  5.]
 [ 7.  7.  6.]]",,,,,,
5,0.00393986701965332,,,,,,
0,1512139782.660164,,,,,,
1,shcypjf,,,,,,
2,uhp,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  1.  2.]
 [ 3.  3.  2.  2.]
 [ 4.  4.  3.  3.]
 [ 5.  5.  4.  3.]
 [ 6.  6.  5.  4.]
 [ 7.  7.  6.  5.]]",,,,,,
5,0.003599882125854492,,,,,,
0,1512139782.674067,,,,,,
1,sycnbeb,,,,,,
2,pjmd,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  3.  3.  3.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  6.]
 [ 7.  7.  7.  7.  7.]]",,,,,,
5,0.0035779476165771484,,,,,,
0,1512139782.688224,,,,,,
1,lwukiqt,,,,,,
2,ttick,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]
 [ 3.  3.  3.  3.  4.  5.]
 [ 4.  4.  4.  4.  4.  4.]
 [ 5.  5.  5.  4.  5.  5.]
 [ 6.  6.  6.  5.  5.  6.]
 [ 7.  6.  6.  6.  6.  6.]]",,,,,,
5,0.003641843795776367,,,,,,
0,1512139782.703001,,,,,,
1,sykkonn,,,,,,
2,bgizmj,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  6.]
 [ 3.  3.  3.  3.  4.  5.  6.]
 [ 4.  4.  4.  4.  4.  5.  6.]
 [ 5.  5.  5.  5.  5.  5.  6.]
 [ 6.  6.  6.  6.  6.  6.  6.]
 [ 7.  7.  7.  7.  7.  7.  7.]]",,,,,,
5,0.004445075988769531,,,,,,
0,1512139782.721237,,,,,,
1,gncaymz,,,,,,
2,qikbfif,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.]
 [ 6.  6.  6.  6.  6.  6.  6.  7.]
 [ 7.  7.  7.  7.  7.  7.  7.  7.]]",,,,,,
5,0.0043201446533203125,,,,,,
0,1512139782.737989,,,,,,
1,wqjuttj,,,,,,
2,wotdmyhr,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  0.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  1.  1.  2.  3.  4.  5.  6.  7.]
 [ 3.  2.  2.  2.  3.  4.  5.  6.  7.]
 [ 4.  3.  3.  3.  3.  4.  5.  6.  7.]
 [ 5.  4.  4.  3.  4.  4.  5.  6.  7.]
 [ 6.  5.  5.  4.  4.  5.  5.  6.  7.]
 [ 7.  6.  6.  5.  5.  5.  6.  6.  7.]]",,,,,,
5,0.0036089420318603516,,,,,,
0,1512139782.757167,,,,,,
1,gmttjdr,,,,,,
2,plppdpyvv,,,,,,
3,9,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.  9.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.  9.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.  8.  9.]
 [ 6.  6.  6.  6.  6.  5.  6.  7.  8.  9.]
 [ 7.  7.  7.  7.  7.  6.  6.  7.  8.  9.]]",,,,,,
5,0.003987789154052734,,,,,,
0,1512139782.774603,,,,,,
1,uxfszdlw,,,,,,
2,y,,,,,,
3,8,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]
 [ 5.  5.]
 [ 6.  6.]
 [ 7.  7.]
 [ 8.  8.]]",,,,,,
5,0.003451108932495117,,,,,,
0,1512139782.788752,,,,,,
1,scmhxckw,,,,,,
2,hq,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  3.  4.]
 [ 5.  4.  4.]
 [ 6.  5.  5.]
 [ 7.  6.  6.]
 [ 8.  7.  7.]]",,,,,,
5,0.0035898685455322266,,,,,,
0,1512139782.803399,,,,,,
1,sdyxpnpe,,,,,,
2,aam,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]
 [ 3.  3.  3.  3.]
 [ 4.  4.  4.  4.]
 [ 5.  5.  5.  5.]
 [ 6.  6.  6.  6.]
 [ 7.  7.  7.  7.]
 [ 8.  8.  8.  8.]]",,,,,,
5,0.0039520263671875,,,,,,
0,1512139782.818791,,,,,,
1,kduzuqsr,,,,,,
2,ajyb,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  3.  3.  3.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  6.]
 [ 7.  7.  7.  7.  7.]
 [ 8.  8.  8.  8.  8.]]",,,,,,
5,0.0037801265716552734,,,,,,
0,1512139782.833986,,,,,,
1,fpjmafdw,,,,,,
2,qrzhm,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]
 [ 3.  3.  3.  3.  4.  5.]
 [ 4.  4.  4.  4.  4.  4.]
 [ 5.  5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  6.  6.]
 [ 7.  7.  7.  7.  7.  7.]
 [ 8.  8.  8.  8.  8.  8.]]",,,,,,
5,0.003573894500732422,,,,,,
0,1512139782.848987,,,,,,
1,dciwragz,,,,,,
2,kiumad,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  5.]
 [ 2.  2.  2.  3.  4.  5.  6.]
 [ 3.  3.  2.  3.  4.  5.  6.]
 [ 4.  4.  3.  3.  4.  5.  6.]
 [ 5.  5.  4.  4.  4.  5.  6.]
 [ 6.  6.  5.  5.  5.  4.  5.]
 [ 7.  7.  6.  6.  6.  5.  5.]
 [ 8.  8.  7.  7.  7.  6.  6.]]",,,,,,
5,0.003484010696411133,,,,,,
0,1512139782.864177,,,,,,
1,aygyfjxc,,,,,,
2,zynqjpi,,,,,,
3,6,,,,,,
