,0,Ed,Ed_Matrix,Str1,Str2,comptime,ref
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.  9.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.  9.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.  8.  9.]]",,,,,,
5,0.0038759708404541016,,,,,,
0,1512132292.393684,,,,,,
1,vbeddv,,,,,,
2,z,,,,,,
3,6,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]
 [ 5.  5.]
 [ 6.  6.]]",,,,,,
5,0.005609035491943359,,,,,,
0,1512132292.467197,,,,,,
1,zfgogy,,,,,,
2,ow,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  3.  4.]
 [ 5.  4.  4.]
 [ 6.  5.  5.]]",,,,,,
5,0.0038089752197265625,,,,,,
0,1512132292.552096,,,,,,
1,unvjtp,,,,,,
2,zvj,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]
 [ 3.  3.  2.  3.]
 [ 4.  4.  3.  2.]
 [ 5.  5.  4.  3.]
 [ 6.  6.  5.  4.]]",,,,,,
5,0.0037941932678222656,,,,,,
0,1512132292.622249,,,,,,
1,xqnohb,,,,,,
2,vseh,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  3.  3.  3.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 5.  5.  5.  5.  4.]
 [ 6.  6.  6.  6.  5.]]",,,,,,
5,0.003996133804321289,,,,,,
0,1512132292.688999,,,,,,
1,qjzjjg,,,,,,
2,zfbuk,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]
 [ 3.  2.  3.  3.  4.  5.]
 [ 4.  3.  3.  4.  4.  5.]
 [ 5.  4.  4.  4.  5.  5.]
 [ 6.  5.  5.  5.  5.  6.]]",,,,,,
5,0.0039520263671875,,,,,,
0,1512132292.75423,,,,,,
1,zxztcy,,,,,,
2,qyzsbo,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  3.  4.  5.]
 [ 3.  3.  3.  2.  3.  4.  5.]
 [ 4.  4.  4.  3.  3.  4.  5.]
 [ 5.  5.  5.  4.  4.  4.  5.]
 [ 6.  6.  5.  5.  5.  5.  5.]]",,,,,,
5,0.006412029266357422,,,,,,
0,1512132292.839581,,,,,,
1,jxhxds,,,,,,
2,dwrqwub,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.]
 [ 5.  4.  5.  5.  5.  5.  6.  7.]
 [ 6.  5.  5.  6.  6.  6.  6.  7.]]",,,,,,
5,0.004518032073974609,,,,,,
0,1512132292.913889,,,,,,
1,tdciru,,,,,,
2,rjneoyro,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.]
 [ 5.  4.  5.  5.  5.  5.  6.  6.  7.]
 [ 6.  5.  5.  6.  6.  6.  6.  7.  7.]]",,,,,,
5,0.004019021987915039,,,,,,
0,1512132292.984125,,,,,,
1,lqyzxk,,,,,,
2,agiksddxg,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.  9.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.  9.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.  7.  8.]
 [ 6.  6.  6.  6.  5.  6.  6.  7.  8.  8.]]",,,,,,
5,0.004275083541870117,,,,,,
0,1512132293.061209,,,,,,
1,gyotfmf,,,,,,
2,b,,,,,,
3,7,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]
 [ 5.  5.]
 [ 6.  6.]
 [ 7.  7.]]",,,,,,
5,0.004069089889526367,,,,,,
0,1512132293.137994,,,,,,
1,uxsdiat,,,,,,
2,az,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  4.  4.]
 [ 5.  5.  5.]
 [ 6.  5.  6.]
 [ 7.  6.  6.]]",,,,,,
5,0.00442194938659668,,,,,,
0,1512132293.221814,,,,,,
1,zapcezv,,,,,,
2,gno,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]
 [ 3.  3.  3.  3.]
 [ 4.  4.  4.  4.]
 [ 5.  5.  5.  5.]
 [ 6.  6.  6.  6.]
 [ 7.  7.  7.  7.]]",,,,,,
5,0.004132986068725586,,,,,,
0,1512132293.309116,,,,,,
1,yhmpycl,,,,,,
2,xyoy,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  1.  2.  3.]
 [ 2.  2.  2.  2.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 4.  4.  4.  4.  4.]
 [ 5.  5.  4.  5.  4.]
 [ 6.  6.  5.  5.  5.]
 [ 7.  7.  6.  6.  6.]]",,,,,,
5,0.004464149475097656,,,,,,
0,1512132293.386288,,,,,,
1,wudwjhl,,,,,,
2,xflid,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]
 [ 3.  3.  3.  3.  4.  4.]
 [ 4.  4.  4.  4.  4.  5.]
 [ 5.  5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  6.  6.]
 [ 7.  7.  7.  6.  7.  7.]]",,,,,,
5,0.0038139820098876953,,,,,,
0,1512132293.452096,,,,,,
1,sptaciz,,,,,,
2,oqvlna,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  6.]
 [ 3.  3.  3.  3.  4.  5.  6.]
 [ 4.  4.  4.  4.  4.  5.  5.]
 [ 5.  5.  5.  5.  5.  5.  6.]
 [ 6.  6.  6.  6.  6.  6.  6.]
 [ 7.  7.  7.  7.  7.  7.  7.]]",,,,,,
5,0.004374980926513672,,,,,,
0,1512132293.526494,,,,,,
1,fmjdgdv,,,,,,
2,pakynoz,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.]
 [ 6.  6.  6.  6.  6.  6.  6.  7.]
 [ 7.  7.  7.  7.  7.  7.  7.  7.]]",,,,,,
5,0.004513978958129883,,,,,,
0,1512132293.606309,,,,,,
1,qfbwyao,,,,,,
2,dfeyhakf,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  1.  2.  3.  4.  5.  6.  7.]
 [ 3.  3.  2.  2.  3.  4.  5.  6.  7.]
 [ 4.  4.  3.  3.  3.  4.  5.  6.  7.]
 [ 5.  5.  4.  4.  3.  4.  5.  6.  7.]
 [ 6.  6.  5.  5.  4.  4.  4.  5.  6.]
 [ 7.  7.  6.  6.  5.  5.  5.  5.  6.]]",,,,,,
5,0.0038170814514160156,,,,,,
0,1512132293.688888,,,,,,
1,aiccfuv,,,,,,
2,mquroqdxj,,,,,,
3,9,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.  9.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  8.  9.]
 [ 5.  5.  5.  5.  5.  5.  6.  7.  8.  9.]
 [ 6.  6.  6.  5.  6.  6.  6.  7.  8.  9.]
 [ 7.  7.  7.  6.  6.  7.  7.  7.  8.  9.]]",,,,,,
5,0.004567861557006836,,,,,,
0,1512132293.780875,,,,,,
1,ehybklvl,,,,,,
2,h,,,,,,
3,7,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  1.]
 [ 3.  2.]
 [ 4.  3.]
 [ 5.  4.]
 [ 6.  5.]
 [ 7.  6.]
 [ 8.  7.]]",,,,,,
5,0.0038220882415771484,,,,,,
0,1512132293.865976,,,,,,
1,anttroye,,,,,,
2,ob,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  4.  4.]
 [ 5.  5.  5.]
 [ 6.  5.  6.]
 [ 7.  6.  6.]
 [ 8.  7.  7.]]",,,,,,
5,0.003999948501586914,,,,,,
0,1512132293.963849,,,,,,
1,msargrmj,,,,,,
2,kzh,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]
 [ 3.  3.  3.  3.]
 [ 4.  4.  4.  4.]
 [ 5.  5.  5.  5.]
 [ 6.  6.  6.  6.]
 [ 7.  7.  7.  7.]
 [ 8.  8.  8.  8.]]",,,,,,
5,0.007751941680908203,,,,,,
0,1512132294.071386,,,,,,
1,gfcjzvqk,,,,,,
2,ufwo,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  1.  2.  3.]
 [ 3.  3.  2.  2.  3.]
 [ 4.  4.  3.  3.  3.]
 [ 5.  5.  4.  4.  4.]
 [ 6.  6.  5.  5.  5.]
 [ 7.  7.  6.  6.  6.]
 [ 8.  8.  7.  7.  7.]]",,,,,,
5,0.004010915756225586,,,,,,
0,1512132294.147787,,,,,,
1,pwruydob,,,,,,
2,tydpp,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  3.  4.]
 [ 2.  2.  2.  3.  4.  4.]
 [ 3.  3.  3.  3.  4.  5.]
 [ 4.  4.  4.  4.  4.  5.]
 [ 5.  5.  4.  5.  5.  5.]
 [ 6.  6.  5.  4.  5.  6.]
 [ 7.  7.  6.  5.  5.  6.]
 [ 8.  8.  7.  6.  6.  6.]]",,,,,,
5,0.004033803939819336,,,,,,
0,1512132294.231811,,,,,,
1,xpewgxjx,,,,,,
2,zrkqen,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  6.]
 [ 3.  3.  3.  3.  4.  4.  5.]
 [ 4.  4.  4.  4.  4.  5.  5.]
 [ 5.  5.  5.  5.  5.  5.  6.]
 [ 6.  6.  6.  6.  6.  6.  6.]
 [ 7.  7.  7.  7.  7.  7.  7.]
 [ 8.  8.  8.  8.  8.  8.  8.]]",,,,,,
5,0.004730939865112305,,,,,,
0,1512132294.320168,,,,,,
1,elrkuzyt,,,,,,
2,gaimplt,,,,,,
3,7,,,,,,
